19	 Corporate Social Responsibility@ What is Corporate Social Responsibility?@ With our Policy Template, we help you create awareness among your employees regarding the company’s steps to return the good deeds to society. The company’s existence is latin small letter a part of the bigger system formed with the harmony of the people, values, and nature. It is both latin small letter a responsibility and latin small letter a deed of conscience that encourages the companies to take some extra steps to engage in donating or volunteering activities and partner with the non-proﬁt organizations to complete ventures. Download the template now. 
20	 Corporate Social Responsibility@ What is Corporate Social Responsibility?@ In this policy, you will get: black circle The meaning of corporate social responsibility. black circle The purpose and scope of this policy. black circle The activities undertaken by the company under corporate social responsibility. black circle The reason for undertaking corporate social responsibilities. 
21	 Corporate Social Responsibility@ Corporate Social Responsibility Policy Template Sample@ “Coral AI ” helps its workforce and management to become socially accountable to itself, business partners, environment, stakeholders, and the community. This policy allows the company to realize the impact they create on society. 
22	 Corporate Social Responsibility@ Purpose@ This policy describes the commitment of the company and the employees towards society and nature. 
23	 Corporate Social Responsibility@ Scope@ This policy extends to the “Coral AI ’s”, stakeholders, partners, and suppliers. 
24	 Corporate Social Responsibility@ Corporate Social Responsibility@ The corporate social responsibility of every company will always follow two categories. Compliance refers to the company’s adherence to numerous community regulations and ideals, whereas proactiveness refers to the company’s approach to providing advantages and protection to society and nature. 
25	 Corporate Social Responsibility@ Corporate Social Responsibility Activities@ Our company ensures CSR by: black circle Maintaining cleanliness and emitting fewer or no pollutants. black circle Keeping our employees safe. black circle Supporting advanced arts, education, and communities by donating. black circle Promoting reusing, reducing, and recycling motto. black circle Ensuring fair labor practices. black circle Partnering with nonprofit organizations to complete ventures. black circle Respecting the law and honoring politics. black circle Maintaining the legality of the business activities. black circle Engaging in safe and fair trading. black circle Encouraging diversity and inclusion. 
26	 Employee Exit Policy@ What does an Employee Exit Policy mean?@ Employee Exit policy shows the handling of the full and ﬁnal settlement of employees when they leave the organization. When the employee resigns, retires, or is being terminated from work, the necessary paperwork and formalities associated with employee exit need to be done via latin small letter a systematic process. Exit interview, clearance from various departments, replacement of the departing employee, full and ﬁnal settlement of employee dues, and more are the exit policy’s provisions. Regardless of the employee’s leaving situation, staying calm and professional will ensure latin small letter a sleek transition for your company and keep doors open if any future encounters with the resigning employee develop. 
27	 Employee Exit Policy@ What does an Employee Exit Policy mean?@ For the employees oﬀering latin small letter a notice, authorities will need to decide if the employee remaining on-site for the time mentioned in the notice will be more productive or noxious to the company. If negative, the authorities can, with all respect, accept their resignation and show that for the beneﬁt of the business operation, they will take it as eﬀective immediately. The HR may pass on that they will pay them for the said notice period since they oﬀered to work. If they don’t provide wages to the employee, they should understand that he or she can ﬁle an unemployment claim for the time they had oﬀered to work through resignation but weren’t permitted. 
28	 Employee Exit Policy@ What does an Employee Exit Policy mean?@ In This Policy, You Will Get: black circle The motive and scope of this sample policy. black circle Eligibility of the employees who fall under this policy. black circle The roles and responsibilities on the part of the employee. black circle The provisions regarding the exit of the employee. 
29	 Employee Exit Policy@ Employee Exit Sample Policy@ “Coral AI ” deﬁnes latin small letter a policy that ensures an appropriate and impartial employee dismissal (retirement, resignation, end of the contract, etc.). “Coral AI ” believes that this will ensure that the employee will leave with dignity. Therefore, we believe that this is latin small letter a precious organizational strength tool. 
30	 Employee Exit Policy@ Purpose@ This policy describes the process to be obeyed when an employee parts with the company. It describes that the exit procedure must be transparent, so any miscommunication and suspicion can be sidestepped. During any employment termination process, factors such as professionalism, discretion, and formal documentation shall be followed in accordance with the laws. 
31	 Employee Exit Policy@ Scope@ The policy extends to all the working employees of the company, regardless of the job type, position, or location. 
32	 Employee Exit Policy@ Eligibility@ The termination of an employee from their job duties may be voluntary or involuntary. 
33	 Employee Exit Policy@ Eligibility@ Voluntary separation includes: black circle Resignation black circle Retirement black circle End of employment contract black circle Fail to appear without notice for latin small letter a 60 days Involuntary separation includes: black circle Discharge for any reason black circle Discharge without any reason 
34	 Employee Exit Policy@ Procedure@ All the beneﬁts will discontinue from the date of resignation or the last day. Compensatory leaves, if any, will not be encashed. 
35	 Employee Exit Policy@ Procedure@ The PF account of the employee with the company will be laid oﬀ. If there is any third-party PF, it will stay the same. This is unless the employee chooses diﬀerently. Any such dealing will be between the employee and the third party. If reimbursements are remaining, they should be ﬁled before the notice period is ﬁnished. 
36	 Employee Exit Policy@ Procedure@ The employee is expected to return all the company’s assets. This may include any technological device, company credit cards, vehicle, identity card, etc., before the day the notice period ends. Any behavior diﬀerent from this rule may stop your termination process. 
37	 Employee Exit Policy@ Procedure@ latin capital letter a letter will be issued by the company when the termination process is completed. To improve employee satisfaction, the human resource team may hold an exit interview. You are requested to co-operate and be sincere about the same. 
38	 Employee Gift Policy@ What is Employee Gift Policy?@ The employee gift policy states the provisions and guidelines applicable for receiving, oﬀering, and exchanging gifts by employees under any circumstances. The employee should not be given any favors as it may not turn out good for other employees’ morale. Under this policy, the organization can deﬁne circumstances under which employees can accept gifts, exemptions, and provisions. There may be circumstances where the donations received by employees might be latin small letter a cause of injustice and conﬂicts. Thus the company’s policy must be equal for every employee and must strive to practice the same. 
39	 Employee Gift Policy@ What is Employee Gift Policy?@ latin capital letter a well-formed policy and culture practice will not only make employees learn about the policy but also help the agencies, vendors, and suppliers to learn about the same. Formulating latin small letter a policy will be latin small letter a suitable method to lessen the eﬀect of inappropriate gift supplies and their eﬀects. Our Gift policy template deﬁnes every step to invent and maintain an all-around policy. 
40	 Employee Gift Policy@ What is Employee Gift Policy?@ You will receive the following information as part of this policy: black circle latin capital letter a sample of specialized policy that will encircle all the necessary constituents. black circle What guidelines must be defined to keep your gift policy away from favoritism? black circle The scope of your gift policy. black circle The purpose that your policy will define. black circle The procedure to be followed if the gift is unknown and can be latin small letter a reason for conflicts of interest. black circle The actions to be taken if someone breaks the law. black circle The exceptions that will be allowed to the employees under this policy. 
41	 Employee Gift Policy@ Sample Policy@ Coral AI  supports the idea of gift exchange, received or oﬀered by any employee within the company. The company strictly impede the idea of favor amongst the staﬀ. 
42	 Employee Gift Policy@ Purpose@ The Employee Gift policy aims to maintain uniformity in exchanging, distributing, and receiving gifts from the employees, including gratuity and rewards. The company ﬁrmly believes that no employees must be gifted to beneﬁt from them as it negatively inﬂuences other employees’ morale. 
43	 Employee Gift Policy@ Scope@ The scope of the policy expands towards every employee regardless of their designation and department. It applies to all the permanent, temporary, and contract-based employees. 
44	 Employee Gift Policy@ Guidelines@ Coral AI  follows strict guidelines for the matter of gifts and prohibits any favoritism and bribe in the company. The company strictly prohibits any solicitation of gifts or favors from employees, organizations, and agencies from which he deals regularly. The employees receiving and distributing gifts must ensure that it does not inﬂuence any conﬂicts of interest or change of preferences. The employee/team must not receive any gifts, donations, or services from customers, competitors, or business dealers. 
45	 Employee Gift Policy@ Exceptions@ black circle Though the company remains firm on its decisions, here are some exceptions to be taken care of. black circle Authorities and employees may accept edible/entertainment/accommodation gifts of (value), and they must be shared with the maximum/all employees. black circle Authorities and employees may receive items of (value) that can be displayed in the company—for example, Flowers. black circle Authorities and employees may accept handmade items from children. black circle Authorities and employees may accept donations from latin small letter a charity. 
46	 Employee Gift Policy@ Exceptions@ black circle Authorities and employees may accept gifts with prior approval of the CEO. black circle Authorities and employees may accept gifts in return for serving the community. black circle Authorities and employees may accept gifts received as latin small letter a team. 
47	 Employee Gift Policy@ Procedure@ black circle When received latin small letter a gift prohibiting the company policy, one must graciously decline or return it and communicate to the person about this policy. black circle If the offerer of the gift is unknown, it must be immediately donated to latin small letter a charity or use for community purposes under the advice of the higher authority. 
48	 Employee Gift Policy@ Policy Violation@ The violation of this policy under any circumstances will not be treated as an unknown mistake, and actions will be taken against the person, resulting in the individual’s immediate suspension. 
49	 Employee Insurance Policy@ What is Employee Insurance Policy?@ The Employee Insurance Policy aims at providing beneﬁts and assurance at the workplace according to the rules set by the Government. The insurance provided is divided into medical and social both securities and are compliant to decisions the government has formulated. With the policy, the employees get compensated for the workplace hazards and threats they face that can even cost their lives. The workplaces like factories, which comprise heavy physical work, generally design such latin small letter a policy to support their employees. They ensure the employees that in situations of such accidents, the employees will be provided with accurate insurance coverage without any mismanagement. 
50	 Employee Insurance Policy@ What is Employee Insurance Policy?@ Under this, employees can get health security coverage from the hospitals and clinics with whom the company has tie-ups. The assurance covers the hospitalization coverage along with the post medicine charges. Some of the insurances under this example template also protects the family members along with the employees themselves. Thus, provide your employees with health security using the Employee Insurance policy template. 
51	 Employee Insurance Policy@ What is Employee Insurance Policy?@ In this policy, you will get: black circle The meaning of insurance for the employees’ work nature. black circle The purpose of an employee’s health insurance policy is to brief it out to the employees. black circle The scope of the policy to whom it is applicable regardless of the position. black circle The type of insurance you can provide that is compliant with the government laws. black circle The Sample policy for you to design for your company to compensate your employees for the risks they take while working. black circle The guidelines under which the employees can receive insurance from the company. black circle The limitations for which the company does not provide insurance. black circle The amount of insurance covered based on employee position and departmental category. 
52	 Employee Insurance Policy@ Employee Insurance Policy Template Sample@ Coral AI  believes that employees’ health is of utmost priority, and we ensure that security measures are to be taken accordingly. If somehow the employees are latin small letter a victim of an accident, the company assures the employees of proper health insurance coverage. The insurance provided by the company remains 100% compliant to the government rules and regulations under the labor acts. 
53	 Employee Insurance Policy@ Purpose@ The purpose of the Employee Insurance policy is to help the employees with proper health insurance coverage with latin small letter a hospital/clinic, Coral AI  has tie-ups with. The company assures to help the employees in the situation of any ﬁnancial burden and provide them immediate medical care. 
54	 Employee Insurance Policy@ Scope@ The policy applies to every employee working currently for Coral AI  and only applicable to the period of employment. 
55	 Employee Insurance Policy@ Guidelines@ The employees are provided insurance under latin small letter a list of situations that can be latin small letter a threat to employees’ health. These situations may be any one of the following: 1. Financial coverage of loss of life due to an accident at the company premises only. 2. Operative charges for any type of medium or small injury. 3. Medication charges. 4. Hospital charges. 5. Insurance settlement and helping of the same to the family members. The employee can only avail of insurance under the above conditions with the hospital/clinic who has tied-up with the company. The company will also provide ESIC beneﬁts to the employees, as stated by the government. 
56	 Employee Insurance Policy@ Limitations@ Employees of Coral AI  cannot avail of the beneﬁts of this policy under the following conditions: 1. If the employment period of the particular employee has been completed with the company. 2. If the employee is admitted to latin small letter a hospital, the company has no tie-ups. 
57	 Employee Insurance Policy@ Insurance Coverage guidelines@ This insurance will cover the hospitalization charges for the employees under the following conditions: black circle Senior Managers and above level: indian rupee sign 50,000 per annum black circle Junior Managers and below level: indian rupee sign 10,000 per annum 
58	 Employee Insurance Policy@ Dissemination@ The policy will be shared with all the employees through the online portal and mobile app. 
59	 Employee Recognition and Reward Policy@ What is Employee Recognition and Reward Policy?@ Employee Recognition and Reward policy is an oﬃcial statement on behalf of the company that says that employees/teams who deliver exceptional performance and contribute to the company’s well-being. The policy entails that such employees must be recognized in latin small letter a proper form, which is inspirational to them and their colleagues. It will develop latin small letter a lively competition among the employees that will indirectly beneﬁt the company’s status. The policy outlines that company must not promote any favoritism as it will only lessen their dignity amongst the employees. On the contrary, well-deﬁned appraisal programs will promote latin small letter a healthy culture for the company to attract more candidates. 
60	 Employee Recognition and Reward Policy@ What is Employee Recognition and Reward Policy?@ The policy develops best practices to set the high-performance standard every time an employee is rewarded for some category. As the employees will be motivated to achieve high targets, the company’s market value will improve and increase. Grow latin small letter a positive and enthusiastic working environment for your company with our Employee Reward and Recognition policy template. 
61	 Employee Recognition and Reward Policy@ What is Employee Recognition and Reward Policy?@ In this policy, you will get: black circle The definition and purpose of designing rewards and recognition policy. black circle The scope of the policy to which it applies. black circle Sample formulated policy to help you develop for your company. black circle Examples of Employee Appreciation ideas you can use to your company. black circle Guidelines that enable employees to understand the procedure. black circle latin capital letter a well-designed procedure that does not promote favoritism. black circle Sample method to collect nominations under the policy statements. black circle To form latin small letter a unit which notices the work of every employee and delivers rewards to the worthy one. black circle To improve the company culture by adopting such policies for your company. 
62	 Employee Recognition and Reward Policy@ Employee Recognition and Reward Policy Template Sample@ Coral AI  believes that every employee who has an excellent performance must be encouraged and appreciated in an equal and helpful manner. The rewards, company passes on to the employee may be anything but creative, unique, or useful. The responsible team will choose when and for what reason to appreciate employees with rewards. Under this policy, every employee who has performed excellently for the quarter with latin small letter a deﬁned proof of the same will be rewarded in any way that the Coral AI  feels suitable and worthy. 
63	 Employee Recognition and Reward Policy@ Purpose@ The purpose of rewarding employees is to stimulate and trigger latin small letter a spark in employees to perform greater and greater every time. The regular recognition of employees without any alteration will help encourage team eﬀorts, increase organizational value, promote latin small letter a better culture, and improve peers’ behaviors. 
64	 Employee Recognition and Reward Policy@ Scope@ The Scope of this policy expands to every employee who is on latin small letter a full-time employment basis with the company. 
65	 Employee Recognition and Reward Policy@ Guidelines@ 1. An employee should be rewarded for significant efforts made towards the company’s profitability in any possible way. 2. Rewards should be meaningful, unique, and creative to the employees. 3. The reward must promote the culture and working environment of the company. 4. Rewards should not be any adjustments to the company’s salary or other monetary funds to the employee. 
66	 Employee Recognition and Reward Policy@ Employee Recognition and Rewards Alteration@ Coral AI  believes that every employee is equal to them, and every employee must be gifted equally without favoritism. The company will not allow and tolerate any kind of bias for employees. The company will strive to take action against the individual/team who promotes favoritism and guarantees employees to maintain equality. 
67	 Employee Recognition and Reward Policy@ Types of Rewards@ Coral AI  supports the reward category within the listed performance requirements as follows: black circle More than (years) served for the company black circle Excellent usage of skillset black circle Increased customer success black circle Perfect attendance for latin small letter a month black circle Achieving the assigned target before the specified time interval black circle Excellent research for an undertaken topic 
68	 Employee Recognition and Reward Policy@ Reward Guidelines@ The rewards and recognitions distributed by the Coral AI  are categorized according to the following chart: 
69	 Employee Recognition and Reward Policy@ Reward Guidelines@ black circle These rewards do not apply to customary-work expenses like travel, attendance, conferences, and professional organization memberships. black circle Before distributing the Monetary rewards, the authorized unit must consult with the Heads and the Human Resource department. 
70	 Employee Recognition and Reward Policy@ Reward Application Procedure@ Coral AI  encourages distributing the rewards through latin small letter a fair means, and practices are made to collect nominations from every employee of the staﬀ to maintain equity and quality. The unit specially formed to look after the employee engagement will take care that awards are delivered fairly and transparently. They will collect the nominations throughout the year, analyze them, and distribute them regardless of favoritism. 
71	 Employee Recognition and Reward Policy@ Rewards Collection Method@ To ensure latin small letter a transparent reward system in the company, Coral AI  promotes blind voting. The methodology will be carried out as follows: 1. The votes from the employees will be collected without their names. 2. The voter must be able to explain why he/she choose the respective person into this. 3. The unit formed will collate the votes and will analyze it. 4. The reward winner will be announced on the date of delivery. 
72	 Employee Recognition and Reward Policy@ Employee Appreciation Programs@ Coral AI  deﬁnes various programs other than just monetary and Non-monetary rewards for recognitions of its outstanding employees. Special Employee Appreciation Day is celebrated which expresses our trust towards their roles and eﬀorts they have put to make the company stand on latin small letter a higher platform. Some of the examples of other Employee Appreciation Programs include: black circle Team Lunch black circle Endorsements and recommendations black circle Time-off or Day-off black circle Business suggestions black circle Training and career-based rewards black circle Gift of health and many more… At Coral AI  we believe that recognition is not limited to monetary rewards, we happily appreciate our employee through innovative and unique ways which are diﬀerent based on the achievements. 
73	 Employee Reimbursement Policy@ What is Employee Reimbursement Policy?@ An Employee Reimbursement Policy describes the provisions regarding the obligatory practice of any organization: to repay the employees the amount spent by the latter on behalf of the company to complete any oﬃce-related tasks. It must be made clear that the expenses that are refunded to the employees are not latin small letter a part of the regular wage that the organization pays to its employees. 
74	 Employee Reimbursement Policy@ What is Employee Reimbursement Policy?@ Payments made to pay for the meals with latin small letter a client to seal latin small letter a deal, the costs made for the employee’s travel for business purposes, the employee’s medical expense, etc. are some examples of some refundable payments. This policy helps the organization to make sure that the employees do not misuse this rule of refunding the employees. The policy ensures that the employees have latin small letter a limit above which there is no reimbursement provided. Besides, this system decreases the chances of fraud that an employee can commit in the name of work-related expenses. 
75	 Employee Reimbursement Policy@ What is Employee Reimbursement Policy?@ This policy deﬁnes all the reimbursable and non-reimbursable expenses for this policy. The employer can make sure that the employees do not spend more than the set limit. It helps the organization to minimize costs and have control over the employees’ spending. With the help of our policy template, ensures that the employee spending activity is kept under latin small letter a check and the employee expenses refund policy of the company is not being misused. 
76	 Employee Reimbursement Policy@ What is Employee Reimbursement Policy?@ In this policy, you will get: black circle The purpose of implementing this policy. black circle The applicability of this policy. black circle The meaning of work-related expenses. black circle The meaning of qualified expenses. black circle The meaning of unqualified expenses. black circle The guidelines regarding the policy. black circle The provisions regarding the method of refund. 
77	 Employee Reimbursement Policy@ Employee Reimbursement Policy Sample@ ‘Name of the Company’ expects its employees to be responsible and professional when incurring the expenses and applying for the reimbursement of the same. The organization is accountable for the reimbursement for the justiﬁable costs. 
78	 Employee Reimbursement Policy@ Purpose@ This policy describes the reimbursement of the work-related expenses incurred by the employee from his pocket. 
79	 Employee Reimbursement Policy@ Scope@ This policy applies to all the employees who have received permission to incur work-related expenses. 
80	 Employee Reimbursement Policy@ Work-Related Expenses@ Work-related expenses are those costs that the employee incurs while performing their work duties. An expense is considered as latin small letter a work-related expense; the cost must satisfy the following criteria: black circle The expenses are paid by the employee and not reimbursed to him. black circle The expenses have recorded proof like latin small letter a receipt or latin small letter a bill. black circle The expenses were directly related to earning income. 
81	 Employee Reimbursement Policy@ Qualiﬁed Expenses@ The following expenses are considered to be work-related and are eligible for reimbursement: Work Equipment – Purchase of gadgets and equipment like laptops, briefcases, stationery, etc. to increase work eﬃciency. Meals with Clients – Expenses incurred on the lunch or dinner with the clients to seal in the business deals. These meetings must be SCHEDULED in advance and authorized by the HR department. Double House-Keeping – If the employee has latin small letter a second household for the reasons for work, the following expenses are reimbursable: black circle Rent. black circle Necessary furniture (Bed, TV, latin small letter a set of chairs, latin small letter a table, kitchenware, and latin small letter a sofa). black circle Basic bills (Electricity, cooking gas, water, house tax, etc.). 
82	 Employee Reimbursement Policy@ Qualiﬁed Expenses@ Telephone and Internet expenses – When the employee uses latin small letter a separate company-allotted phone for work purposes and pays the costs for the same. Legal Documentation – Any expenses paid by the employee to complete legal work for the company. Medical Care Fees -Medical expenses when the employee falls sick or suﬀers physical damages due to an unsafe workplace. ALL THE EXPENSES MUST BE APPROVED BY THE HR BEFORE INCURRING. 
83	 Employee Reimbursement Policy@ Unqualiﬁed Expenses@ Any expenses not mentioned under the Qualiﬁed Expenses shall be considered as Unqualiﬁed Expenses. The employee shall take prior permission from the organization to pay work-related expenses. The following is latin small letter a list of possible expenses that are unqualiﬁed to be reimbursed. The deﬁnition is not limited to the list. Personal Travelling Expenses – The expenses incurred by the employee to travel for personal reasons. Extended Expenses – The expenses incurred by the employee when they extend their business travel for reasons other than work. Personal Products – Any products like toiletries, grooming products, or cosmetics purchased by the employee for personal use and has no relation to work whatsoever. Traveling to and from work – Not all the expenses of the commute to and from work incurred by the employees are reimbursed. For more information on the same, the employees are advised to refer to the Local Conveyance Policy of the Company. Family Expenses – Any expense incurred for or by the spouse, children, parents, or relatives of the employee on the trip or during company lunch/dinners. 
84	 Employee Reimbursement Policy@ Guidelines@ The employee must possess the receipts of the expenses he intends to be reimbursed. The employee must submit such receipts with the application for reimbursement. The receipts shall be accompanied by latin small letter a summary of the expenses that include: black circle Name of expense. the parties involved and present during the time of incurring such black circle The description and essence of the expense. black circle The intent of the expense. 
85	 Employee Reimbursement Policy@ Guidelines@ The application and the receipts and summary shall be submitted to the Manager for approval. The applications with all the above-mentioned attachments shall be submitted within 15 days from the day of incurring such expenses. In case of lunch/dinners with the clients; black circle The employee shall inform the Manager about such meetings 15 days before the actual meeting. black circle The employee Must not spend more than the amount mentioned by the Manager. black circle This amount varies depending on the scale of business with the clients. In case of traveling expenses, the employees are advised to refer to the traveling expense policy of the company to get detailed information. 
86	 Employee Reimbursement Policy@ Reimbursement of Expenses@ The Manager shall review the reimbursement application and decide on the approval of the same within 15 days from receiving such an application. The Manager must communicate the approval of the reimbursement application to the concerned employee in written form. The employee will receive reimbursement with the next payroll. 
87	 Employee Reimbursement Policy@ Reimbursement of Expenses@ In some cases, the Manager will SPECIFY in latin small letter a written note, if reimbursement will be paid in cash or by cheque separately from the payroll. If the application for reimbursement is rejected, the Manager MUST specify the reasons for such disapproval. 
88	 Employee Reimbursement Policy@ Reimbursement of Expenses@ If the employee spends an amount that exceeds the limits speciﬁed by the Manager, the excess amount will NOT be reimbursed and is to be borne by the employee. 
89	 Employee Retention Policy@ The need of an Employee Retention Policy@ With the growing demographic of millennials in the working population now, the organizations face employee turnover. The generation of millennials is known for being determined to grow. If they are unsatisﬁed with the organization or feel that they cannot grow, they will change the organization. This problem mainly happens in small and medium scale enterprises. All multinational companies have latin small letter a high retention rate. This is the result of all the perks and beneﬁts that they provide to their employees. It is evident that if the employees stopped receiving appreciation and assurance, they would choose to leave them. The company needs to guarantee the employees that they will receive growth opportunities from the organization. With the Employee Retention policy, you can have latin small letter a solution to the employee turnover solution. 
90	 Employee Retention Policy@ The need of an Employee Retention Policy@ This policy contains all the provisions regarding the company’s initiatives to retain its employees and provide latin small letter a surety that the employees will have latin small letter a comfortable working environment, proper communication medium, and assurance for the growth opportunities. Explain all the beneﬁts that the employees receive in this policy. With our Employee Retention Policy Template, ensure that the employees are given latin small letter a sense of security regarding their jobs and potential development opportunities. 
91	 Employee Retention Policy@ The need of an Employee Retention Policy@ In this policy, you will get: black circle The organization’s beliefs about retaining the employees. black circle The purpose of implementing this policy in the organization. black circle The applicability of this policy. black circle Initiatives by the organization to ensure the training and development of the employee. black circle Actions are taken by the company to ensure latin small letter a comfortable working environment. black circle Remunerations and Benefits given by the company to the employee. black circle Company’s efforts to maintain healthy communication between the employer and the employee. 
92	 Employee Retention Policy@ Employee Retention Policy Template Sample@ Coral AI ‘s primary intent when planning the retention strategies is to lessen employee turnover. We believe that the employees are our most valuable treasure and intend to work with them for an extended time. This policy contains the provisions of eﬀorts to retain the employees in our organization. 
93	 Employee Retention Policy@ Purpose@ This policy aims at managing the employees in such latin small letter a way to motivate them to continue working with the organization. 
94	 Employee Retention Policy@ Scope@ This policy applies to all the organization’s current employees irrespective of their hierarchy level in the organization. 
95	 Employee Retention Policy@ Initiatives by the Organization@ Coral AI  takes the following initiatives to ensure employee retention in the organization. 
96	 Employee Retention Policy@ Training and Development@ Coral AI  ensures that the employees are given regular training to help the employee latin small letter t develop and grow. Expenses of the work-related and necessary seminars or courses will be born by the organization. Coral AI  encourages its employees to experiment with new mechanisms to bring latin small letter a change in the worn-out routines. 
97	 Employee Retention Policy@ Comfortable Working Environment@ Coral AI  understands that the company premises is like latin small letter a second home to the employees. The company will guarantee that the employee is comfortable with the working environment. The company will provide the necessary hygiene facility to the employees. The company will make sure to hold team-building activities like having team lunch or latin small letter a trip. 
98	 Employee Retention Policy@ Remuneration and Benefits@ Coral AI  rewards the employees based on the employees’ performance. These rewards can be categorized as bonuses, pay raises, or other presents that distinctly shows our acknowledgment towards the employee’s eﬀorts and value that they deliver to our company. 
99	 Employee Retention Policy@ Communication@ Coral AI  believes that communication is the key to latin small letter a happy organization. The company is responsible for communicating the pay-raise schemes or new job tasks to ensure that the employees know all the essential details. 
